# thread	start	end	type	task id
6	609293905886996898	609293905935601752	9	33234
6	609293913480753453	609293913899226777	10	33235
6	609293915775597450	609293915821519650	11	33236
6	609293919592568235	609293919625284909	11	33237
5	609293919729699843	609293919749476185	12	33238
4	609293904236153580	609293904256740513	13	33239
5	609293904231462732	609293904255075864	13	33240
4	609293904222291459	609293904236147760	13	33241
5	609293904216338928	609293904231457623	13	33242
4	609293904213733386	609293904222285708	13	33243
5	609293904207658191	609293904216335271	13	33244
5	609293904202127793	609293904207656697	13	33245
5	609293904198269292	609293904202127211	13	33246
5	609293904196002957	609293904198268206	13	33247
5	609293904194844798	609293904196002348	13	33248
5	609293904194374077	609293904194844309	13	33249
5	609293904194373723	609293904194373807	13	33250
5	609293904194372853	609293904194373453	13	33251
5	609293904194372502	609293904194372583	13	33252
5	609293904194372139	609293904194372223	13	33253
5	609293904194371290	609293904194371869	13	33254
5	609293904194370432	609293904194371011	13	33255
5	609293904194369478	609293904194370108	13	33256
5	609293904194368011	609293904194368617	13	33257
5	609293904194367147	609293904194367741	13	33258
5	609293904194365680	609293904194366877	13	33259
5	609293904194364630	609293904194365404	13	33260
5	609293904194363622	609293904194364351	13	33261
5	609293904194363262	609293904194363343	13	33262
5	609293904194362908	609293904194362992	13	33263
5	609293904194362557	609293904194362629	13	33264
5	609293904194362194	609293904194362278	13	33265
5	609293904194361843	609293904194361927	13	33266
5	609293904194360784	609293904194361576	13	33267
5	609293904194360430	609293904194360514	13	33268
5	609293904194360079	609293904194360151	13	33269
5	609293904194359719	609293904194359803	13	33270
5	609293904194358564	609293904194359452	13	33271
5	609293904194358204	609293904194358285	13	33272
5	609293904194357142	609293904194357217	13	33273
5	609293904194356551	609293904194356866	13	33274
5	609293904194355651	609293904194356281	13	33275
5	609293904194355288	609293904194355372	13	33276
5	609293904194354703	609293904194354787	13	33277
5	609293904194353824	609293904194354424	13	33278
5	609293904194353455	609293904194353548	13	33279
5	609293904194351919	609293904194352000	13	33280
5	609293904194351565	609293904194351646	13	33281
5	609293904194351184	609293904194351286	13	33282
5	609293904194350296	609293904194350917	13	33283
5	609293904194349939	609293904194350020	13	33284
5	609293904194349588	609293904194349663	13	33285
5	609293904194349225	609293904194349309	13	33286
5	609293904194348874	609293904194348958	13	33287
5	609293904194348523	609293904194348607	13	33288
5	609293904194347578	609293904194347662	13	33289
5	609293904194347224	609293904194347311	13	33290
5	609293904194346252	609293904194346945	13	33291
5	609293904194345892	609293904194345973	13	33292
5	609293904194345538	609293904194345622	13	33293
5	609293904194345190	609293904194345271	13	33294
5	609293904194344836	609293904194344911	13	33295
5	609293904194344473	609293904194344557	13	33296
5	609293904194343618	609293904194344206	13	33297
5	609293904194342763	609293904194343348	13	33298
5	609293904194341611	609293904194342496	13	33299
5	609293904194340558	609293904194341332	13	33300
5	609293904194339703	609293904194340279	13	33301
5	609293904194338818	609293904194339436	13	33302
5	609293904194337864	609293904194338539	13	33303
5	609293904194336970	609293904194337615	13	33304
5	609293904194335380	609293904194336121	13	33305
5	609293904194334531	609293904194335113	13	33306
5	609293904194333379	609293904194334261	13	33307
5	609293904194332107	609293904194333097	13	33308
5	609293904194331042	609293904194331831	13	33309
5	609293904194330076	609293904194330763	13	33310
5	609293904194329185	609293904194329797	13	33311
5	609293904194328177	609293904194328906	13	33312
5	609293904194326824	609293904194327910	13	33313
5	609293904194325696	609293904194326548	13	33314
5	609293904194324508	609293904194325429	13	33315
5	609293904194323446	609293904194324238	13	33316
5	609293904194322603	609293904194323170	13	33317
5	609293904194321718	609293904194322324	13	33318
5	609293904194320212	609293904194320389	13	33319
5	609293904194318949	609293904194319504	13	33320
5	609293904194317491	609293904194318091	13	33321
5	609293904194316654	609293904194317221	13	33322
5	609293904194315487	609293904194316378	13	33323
5	609293904194314623	609293904194315208	13	33324
5	609293904194313786	609293904194314344	13	33325
5	609293904194312892	609293904194313516	13	33326
5	609293904194312022	609293904194312613	13	33327
5	609293904194311167	609293904194311746	13	33328
5	609293904194310213	609293904194310888	13	33329
5	609293904194309040	609293904194309946	13	33330
5	609293904194307654	609293904194308773	13	33331
5	609293904194306781	609293904194307384	13	33332
5	609293904194305197	609293904194306163	13	33333
5	609293904194303490	609293904194304876	13	33334
5	609293904194302641	609293904194303214	13	33335
5	609293904194300643	609293904194301351	13	33336
5	609293904194294901	609293904194299191	13	33337
5	609293905694418000	609293905694423616	13	33338
1	609293898852551001	609293898865909701	7	33339
1	609293900937961728	609293900943582585	8	33340
5	609293901574201728	609293901578858547	7	33341
6	609293901589214562	609293901601349649	8	33342
6	609293901601359963	609293901601360878	7	33343
6	609293901601362957	609293901601363104	8	33344
6	609293901601365012	609293901601365738	7	33345
6	609293901601368135	609293901601368726	8	33346
6	609293901601371645	609293901601372803	7	33347
6	609293901601375029	609293901601375635	8	33348
6	609293901601376910	609293901601377471	7	33349
6	609293901601379814	609293901601380474	8	33350
6	609293901601382415	609293901601383453	7	33351
6	609293901601385271	609293901601385892	8	33352
6	609293901601387119	609293901601387200	7	33353
6	609293901601388175	609293901601388259	8	33354
6	609293901921935706	609293901921936777	7	33355
6	609293901922012200	609293901922013010	8	33356
6	609293901922074318	609293901922074933	7	33357
6	609293901922138584	609293901922139265	8	33358
6	609293901922191828	609293901922199820	7	33359
6	609293901922363542	609293901922366158	8	33360
6	609293901922369329	609293901922370373	7	33361
6	609293901922435431	609293901922436046	8	33362
6	609293901922501671	609293901922505265	7	33363
6	609293901922564836	609293901922565571	8	33364
6	609293901922649082	609293901922649736	7	33365
6	609293901922685016	609293901922685634	8	33366
6	609293901922757826	609293901922759005	7	33367
6	609293901922853091	609293901922854228	8	33368
6	609293901922911165	609293901922911810	7	33369
6	609293901923014506	609293901923015346	8	33370
6	609293901923048781	609293901923049903	7	33371
6	609293901926631486	609293901926632965	8	33372
6	609293901926737359	609293901926737962	7	33373
6	609293901926833215	609293901926833962	8	33374
6	609293901926839506	609293901926840757	7	33375
6	609293901926938890	609293901926939526	8	33376
6	609293901927028641	609293901927031230	7	33377
6	609293901927200754	609293901927201405	8	33378
6	609293901927308355	609293901927309564	7	33379
6	609293901927507117	609293901927509022	8	33380
6	609293901927658245	609293901927660063	7	33381
0	609293901927674688	609293901927679767	8	33382
0	609293901927688680	609293901927689451	7	33383
0	609293901927726498	609293901927727125	8	33384
0	609293901927742710	609293901927743625	7	33385
0	609293901927815145	609293901927816969	8	33386
0	609293901927836700	609293901927839016	7	33387
2	609293901988761954	609293901988763925	8	33388
2	609293901988765269	609293901988765731	7	33389
2	609293901988766505	609293901988767291	8	33390
2	609293901988767624	609293901988768071	7	33391
2	609293901988768461	609293901988769121	8	33392
2	609293901988769454	609293901988769889	7	33393
2	609293901988770279	609293901988770798	8	33394
2	609293901988775841	609293901988775922	7	33395
2	609293901988776309	609293901988776771	8	33396
2	609293901988777119	609293901988777245	7	33397
2	609293901988778202	609293901988778283	8	33398
2	609293901988778622	609293901988778697	7	33399
2	609293901988779093	609293901988779174	8	33400
2	609293901988779507	609293901988779585	7	33401
2	609293901988780371	609293901988780461	8	33402
2	609293901988784979	609293901988787415	7	33403
2	609293901988787805	609293901988788363	8	33404
2	609293901988788708	609293901988789152	7	33405
2	609293901988789536	609293901988789998	8	33406
2	609293901988790409	609293901988790847	7	33407
2	609293901988791270	609293901988791819	8	33408
2	609293901988792170	609293901988792734	7	33409
2	609293901988793157	609293901988799520	8	33410
2	609293901988799886	609293901988799964	7	33411
2	609293901988800348	609293901988800792	8	33412
2	609293901988801134	609293901988801209	7	33413
2	609293901988801599	609293901988802121	8	33414
2	609293901988802463	609293901988802538	7	33415
2	609293901988802928	609293901988803012	8	33416
2	609293901988803348	609293901988803426	7	33417
2	609293901988803816	609293901988803894	8	33418
2	609293901988804848	609293901988804926	7	33419
2	609293902043596497	609293902043606592	8	33420
2	609293902045288899	609293902045289061	7	33421
5	609293902046048403	609293902046053035	8	33422
5	609293902046059566	609293902046060754	7	33423
5	609293902046065209	609293902046068356	8	33424
5	609293902046071713	609293902046073114	7	33425
5	609293902046077554	609293902046079741	8	33426
5	609293902046082183	609293902046082927	7	33427
5	609293902046118699	609293902046120649	8	33428
5	609293902046126307	609293902046127030	7	33429
5	609293902046134743	609293902046136225	8	33430
5	609293902046141607	609293902046143137	7	33431
5	609293902046148822	609293902046148903	8	33432
5	609293902046152146	609293902046154723	7	33433
5	609293902046165016	609293902046165760	8	33434
5	609293902046171046	609293902046171766	7	33435
5	609293902098295602	609293902098298128	8	33436
5	609293902100136360	609293902100137167	7	33437
4	609293902100151306	609293902100153865	8	33438
4	609293902100161257	609293902100162337	7	33439
4	609293902100165547	609293902100167689	8	33440
4	609293902100182449	609293902100184279	7	33441
4	609293902100192718	609293902100194074	8	33442
4	609293902100203947	609293902100204667	7	33443
4	609293902100213937	609293902100215218	8	33444
4	609293902100229729	609293902100230521	7	33445
4	609293902100249028	609293902100251974	8	33446
4	609293902100266095	609293902100266716	7	33447
4	609293902100285889	609293902100288301	8	33448
4	609293902100300007	609293902100300787	7	33449
4	609293902100314179	609293902100317689	8	33450
4	609293902100351850	609293902100352912	7	33451
4	609293902157122677	609293902157124015	8	33452
4	609293902157669433	609293902157670147	7	33453
4	609293902158422547	609293902158423858	8	33454
4	609293902159445328	609293902159446516	7	33455
4	609293902160349858	609293902160352435	8	33456
4	609293902161346119	609293902161350403	7	33457
4	609293902162261269	609293902162262271	8	33458
4	609293902162977711	609293902162982277	7	33459
4	609293902163851170	609293902163853789	8	33460
4	609293902163890095	609293902163891913	7	33461
4	609293902164761235	609293902164764454	8	33462
4	609293902165572285	609293902165573902	7	33463
4	609293902166239842	609293902166244450	8	33464
4	609293902167037587	609293902167038667	7	33465
4	609293902167825078	609293902167825624	8	33466
4	609293902168344333	609293902168346403	7	33467
4	609293902168744569	609293902168745883	8	33468
4	609293902169442012	609293902169512515	7	33469
4	609293902169788233	609293902169789703	8	33470
4	609293902169951439	609293902169952528	7	33471
4	609293902169960964	609293902169963250	8	33472
4	609293902170104532	609293902170105351	7	33473
4	609293902170194697	609293902170199809	8	33474
4	609293902170225447	609293902170226704	7	33475
0	609293902170247758	609293902170252687	8	33476
0	609293902170268551	609293902170272244	7	33477
0	609293902170284427	609293902170286089	8	33478
4	609293902170304542	609293902170306519	7	33479
4	609293902170316938	609293902170319488	8	33480
4	609293902170327825	609293902170329793	7	33481
0	609293902170348510	609293902170349632	8	33482
0	609293902170356979	609293902170358650	7	33483
0	609293902369547694	609293902369551288	8	33484
0	609293902369626354	609293902369627386	7	33485
0	609293902369694130	609293902369695876	8	33486
0	609293902369868163	609293902369869027	7	33487
0	609293902369896060	609293902369898157	8	33488
0	609293902370023122	609293902370023722	7	33489
0	609293902370047518	609293902370048568	8	33490
0	609293902370169492	609293902370172027	7	33491
0	609293902370188926	609293902370190714	8	33492
0	609293902370372142	609293902370375979	7	33493
0	609293902370703387	609293902370705496	8	33494
0	609293902370722935	609293902370725218	7	33495
0	609293902370955786	609293902370957373	8	33496
0	609293902371123012	609293902371123564	7	33497
0	609293902371362082	609293902371364959	8	33498
0	609293902371382332	609293902371384618	7	33499
0	609293902371676389	609293902371678162	8	33500
0	609293902371892719	609293902371894357	7	33501
0	609293902372108881	609293902372110600	8	33502
0	609293902372462698	609293902372463535	7	33503
0	609293902373167029	609293902373167770	8	33504
0	609293902373199246	609293902373199858	7	33505
0	609293902373442804	609293902373444586	8	33506
0	609293902373752443	609293902373753010	7	33507
0	609293902374020361	609293902374021672	8	33508
0	609293902374320469	609293902374321267	7	33509
0	609293902374474528	609293902374476265	8	33510
0	609293902374751698	609293902374753249	7	33511
0	609293902375036560	609293902375039083	8	33512
0	609293902375054794	609293902375055574	7	33513
0	609293902375312647	609293902375316148	8	33514
0	609293902375755426	609293902375756044	7	33515
0	609293902376021433	609293902376023572	8	33516
0	609293902376336202	609293902376360895	7	33517
0	609293902377733050	609293902377736167	8	33518
7	609293916218396433	609293916266494410	9	33519
6	609293917116651222	609293917539819579	10	33520
7	609293916266501871	609293916281490468	11	33521
6	609293919534228015	609293919558965703	11	33522
4	609293919635644143	609293919649849812	12	33523
0	609293912990909346	609293913194869182	13	33524
0	609293912822172879	609293912990907450	13	33525
0	609293912685501768	609293912822170377	13	33526
0	609293912576105898	609293912685498984	13	33527
0	609293912492908794	609293912576101650	13	33528
0	609293912432179932	609293912492906487	13	33529
0	609293912389644867	609293912432178939	13	33530
0	609293912362490370	609293912389643877	13	33531
0	609293912347197429	609293912362489383	13	33532
0	609293912340292941	609293912347196697	13	33533
0	609293912338401825	609293912340292248	13	33534
0	609293912338401471	609293912338401546	13	33535
0	609293912338400883	609293912338401189	13	33536
0	609293912338400532	609293912338400613	13	33537
0	609293912338400178	609293912338400253	13	33538
0	609293912338399818	609293912338399902	13	33539
0	609293912338399467	609293912338399548	13	33540
0	609293912338398948	609293912338399032	13	33541
0	609293912338398597	609293912338398678	13	33542
0	609293912338398243	609293912338398327	13	33543
0	609293912338397787	609293912338397961	13	33544
0	609293912338397424	609293912338397508	13	33545
0	609293912338397070	609293912338397154	13	33546
0	609293912338396716	609293912338396791	13	33547
0	609293912338396359	609293912338396437	13	33548
0	609293912338396005	609293912338396089	13	33549
0	609293912338395654	609293912338395735	13	33550
0	609293912338395303	609293912338395378	13	33551
0	609293912338394829	609293912338395027	13	33552
0	609293912338394475	609293912338394559	13	33553
0	609293912338394124	609293912338394199	13	33554
0	609293912338393761	609293912338393845	13	33555
0	609293912338393233	609293912338393317	13	33556
0	609293912338392729	609293912338392804	13	33557
0	609293912338392216	609293912338392300	13	33558
0	609293912338391862	609293912338391937	13	33559
0	609293912338391382	609293912338391586	13	33560
0	609293912338391034	609293912338391115	13	33561
0	609293912338390683	609293912338390767	13	33562
0	609293912338390086	609293912338390404	13	33563
0	609293912338389498	609293912338389816	13	33564
0	609293912338388916	609293912338389219	13	33565
0	609293912338388340	609293912338388646	13	33566
0	609293912338387773	609293912338388070	13	33567
0	609293912338387185	609293912338387494	13	33568
0	609293912338386612	609293912338386918	13	33569
0	609293912338386018	609293912338386342	13	33570
0	609293912338385655	609293912338385739	13	33571
0	609293912338385304	609293912338385385	13	33572
0	609293912338384767	609293912338384848	13	33573
0	609293912338384413	609293912338384488	13	33574
0	609293912338384053	609293912338384137	13	33575
0	609293912338383585	609293912338383783	13	33576
0	609293912338383234	609293912338383318	13	33577
0	609293912338382847	609293912338382955	13	33578
0	609293912338382496	609293912338382577	13	33579
0	609293912338382145	609293912338382217	13	33580
0	609293912338381785	609293912338381866	13	33581
0	609293912338381425	609293912338381509	13	33582
0	609293912338381071	609293912338381155	13	33583
0	609293912338380621	609293912338380792	13	33584
0	609293912338380258	609293912338380342	13	33585
0	609293912338379907	609293912338379991	13	33586
0	609293912338379553	609293912338379628	13	33587
0	609293912338379196	609293912338379277	13	33588
0	609293912338378692	609293912338378776	13	33589
0	609293912338378326	609293912338378407	13	33590
0	609293912338377972	609293912338378056	13	33591
0	609293912338377504	609293912338377705	13	33592
0	609293912338377144	609293912338377225	13	33593
0	609293912338376790	609293912338376874	13	33594
0	609293912338376103	609293912338376190	13	33595
0	609293912338375614	609293912338375821	13	33596
0	609293912338375263	609293912338375347	13	33597
0	609293912338374912	609293912338374984	13	33598
0	609293912338374534	609293912338374621	13	33599
0	609293912338374081	609293912338374264	13	33600
0	609293912338373727	609293912338373811	13	33601
0	609293912338373364	609293912338373445	13	33602
0	609293912338373013	609293912338373094	13	33603
0	609293912338372563	609293912338372743	13	33604
0	609293912338372044	609293912338372134	13	33605
0	609293912338371480	609293912338371771	13	33606
0	609293912338370922	609293912338371201	13	33607
0	609293912338370367	609293912338370643	13	33608
0	609293912338369812	609293912338370091	13	33609
0	609293912338369224	609293912338369527	13	33610
0	609293912338368642	609293912338368954	13	33611
0	609293912338367691	609293912338368381	13	33612
0	609293912338367340	609293912338367415	13	33613
0	609293912338366656	609293912338367061	13	33614
0	609293912338366080	609293912338366389	13	33615
0	609293912338365501	609293912338365801	13	33616
0	609293912338364916	609293912338365225	13	33617
0	609293912338364205	609293912338364580	13	33618
0	609293912338363611	609293912338363926	13	33619
0	609293912338363044	609293912338363338	13	33620
0	609293912338362084	609293912338362399	13	33621
0	609293912338359681	609293912338361247	13	33622
7	609293916218390058	609293916218392791	13	33623
1	609293898642002382	609293898654351291	7	33624
1	609293900943587148	609293900949255216	8	33625
1	609293901523397988	609293901528149997	7	33626
4	609293901602261724	609293901614194779	8	33627
4	609293901614200104	609293901614200824	7	33628
4	609293901614202384	609293901614203098	8	33629
4	609293901614203800	609293901614204259	7	33630
4	609293901614204829	609293901614205291	8	33631
4	609293901614205633	609293901614206563	7	33632
4	609293901614206953	609293901614207418	8	33633
4	609293901614208333	609293901614208798	7	33634
4	609293901614209557	609293901614210115	8	33635
4	609293901614211081	609293901614211147	7	33636
4	609293901614211861	609293901614212545	8	33637
4	609293901614212878	609293901614212953	7	33638
4	609293901614213679	609293901614214114	8	33639
3	609293901907061448	609293901907064700	7	33640
3	609293901946153242	609293901946154082	8	33641
3	609293901946160643	609293901946161390	7	33642
3	609293901946323987	609293901946325103	8	33643
3	609293901946584951	609293901946585764	7	33644
3	609293901946743702	609293901946744206	8	33645
3	609293901946883922	609293901946884408	7	33646
3	609293901947036211	609293901947038194	8	33647
3	609293901947152992	609293901947153460	7	33648
3	609293901947296377	609293901947296863	8	33649
3	609293901947405115	609293901947405592	7	33650
3	609293901947533206	609293901947534187	8	33651
3	609293901947653281	609293901947653743	7	33652
3	609293901947853333	609293901947853831	8	33653
3	609293901948009402	609293901948009927	7	33654
3	609293901948140820	609293901948141690	8	33655
3	609293901948259227	609293901948260007	7	33656
3	609293901948265014	609293901948265494	8	33657
3	609293901948430365	609293901948430860	7	33658
3	609293901948586893	609293901948587724	8	33659
3	609293901948697020	609293901948697491	7	33660
3	609293901948818508	609293901948821310	8	33661
3	609293901948920106	609293901948920586	7	33662
3	609293901949115604	609293901949116660	8	33663
3	609293901949240986	609293901949241457	7	33664
3	609293901949332087	609293901949332609	8	33665
3	609293901949457511	609293901949458279	7	33666
3	609293901949571427	609293901949572381	8	33667
3	609293901949682046	609293901949682529	7	33668
3	609293901949734072	609293901949734753	8	33669
3	609293901949853217	609293901949853733	7	33670
3	609293901949953318	609293901949954233	8	33671
3	609293901950121096	609293901950121684	7	33672
3	609293901950190258	609293901950190768	8	33673
3	609293901950315613	609293901950316114	7	33674
3	609293901950432133	609293901950433090	8	33675
3	609293901950541774	609293901950542269	7	33676
3	609293901950660673	609293901950661264	8	33677
3	609293901950758473	609293901950758941	7	33678
3	609293901950877489	609293901950878383	8	33679
3	609293901950994447	609293901950994945	7	33680
3	609293901951155682	609293901951156189	8	33681
3	609293901951254676	609293901951255333	7	33682
3	609293901951379464	609293901951380397	8	33683
3	609293901951497628	609293901951502524	7	33684
3	609293901951622248	609293901951622767	8	33685
3	609293901951716913	609293901951718233	7	33686
3	609293901951837426	609293901951838293	8	33687
3	609293901951840342	609293901951844527	7	33688
2	609293901989950206	609293901989950953	8	33689
2	609293901989951763	609293901989952315	7	33690
2	609293901989952708	609293901989953323	8	33691
2	609293901989953653	609293901989954124	7	33692
2	609293901989954511	609293901989959563	8	33693
2	609293901989959887	609293901989960343	7	33694
2	609293901989960730	609293901989961195	8	33695
2	609293901989962599	609293901989962674	7	33696
2	609293901989963064	609293901989963148	8	33697
2	609293901989963484	609293901989963562	7	33698
2	609293901989964231	609293901989964312	8	33699
2	609293901989964654	609293901989964726	7	33700
2	609293901989965116	609293901989965203	8	33701
2	609293901989965629	609293901989965707	7	33702
2	609293901989966472	609293901989966556	8	33703
2	609293901989966898	609293901989966976	7	33704
2	609293902043616507	609293902043618616	8	33705
2	609293902045280925	609293902045281915	7	33706
2	609293902046011260	609293902046012715	8	33707
2	609293902047101955	609293902047104166	7	33708
2	609293902048132143	609293902048135002	8	33709
2	609293902049054778	609293902049057742	7	33710
2	609293902050001209	609293902050003477	8	33711
2	609293902050012957	609293902050013827	7	33712
2	609293902050660651	609293902050662091	8	33713
2	609293902051368069	609293902051368954	7	33714
2	609293902051805763	609293902051808955	8	33715
2	609293902052145276	609293902052147415	7	33716
2	609293902052518395	609293902052519238	8	33717
2	609293902052759733	609293902052760645	7	33718
2	609293902053034116	609293902053035850	8	33719
2	609293902053126171	609293902053126933	7	33720
2	609293902098192639	609293902098194373	8	33721
2	609293902098219837	609293902098222279	7	33722
2	609293902098259308	609293902098262968	8	33723
2	609293902098288765	609293902098289608	7	33724
2	609293902098321939	609293902098322419	8	33725
2	609293902098406362	609293902098407004	7	33726
2	609293902098617934	609293902098619161	8	33727
2	609293902098870339	609293902098871104	7	33728
2	609293902099027917	609293902099029351	8	33729
2	609293902099143186	609293902099146813	7	33730
2	609293902099315548	609293902099316877	8	33731
2	609293902099519587	609293902099521447	7	33732
2	609293902099668447	609293902099670823	8	33733
2	609293902099831518	609293902099833933	7	33734
0	609293902100123550	609293902100128266	8	33735
0	609293902100135466	609293902100136048	7	33736
0	609293902157094096	609293902157096808	8	33737
0	609293902157848512	609293902157850075	7	33738
0	609293902158597213	609293902158598488	8	33739
0	609293902159675830	609293902159679259	7	33740
0	609293902160597715	609293902160599704	8	33741
0	609293902161384336	609293902161385245	7	33742
0	609293902161658671	609293902161661902	8	33743
7	609293902162455591	609293902162457997	7	33744
7	609293902162476894	609293902162478385	8	33745
7	609293902162480356	609293902162481148	7	33746
7	609293902162489929	609293902162491294	8	33747
7	609293902162495890	609293902162496667	7	33748
7	609293902162507437	609293902162514424	8	33749
7	609293902162527693	609293902162528455	7	33750
7	609293902162538274	609293902162539204	8	33751
7	609293902162542060	609293902162545606	7	33752
7	609293902162560708	609293902162561554	8	33753
7	609293902162571259	609293902162571997	7	33754
7	609293902162578660	609293902162579758	8	33755
7	609293902162582623	609293902162584687	7	33756
7	609293902162598361	609293902162599780	8	33757
7	609293902162604715	609293902162605771	7	33758
5	609293902162645668	609293902162649346	8	33759
5	609293902162658154	609293902162661094	7	33760
5	609293902162670373	609293902162672494	8	33761
1	609293902162933584	609293902162937073	7	33762
7	609293902162953597	609293902162958682	8	33763
7	609293902162970439	609293902162972431	7	33764
7	609293902162980903	609293902162982919	8	33765
1	609293902163017947	609293902163020887	7	33766
1	609293902163045787	609293902163047467	8	33767
1	609293902163063712	609293902163064561	7	33768
0	609293902369568004	609293902369571307	8	33769
0	609293902369633947	609293902369635924	7	33770
0	609293902369714779	609293902369717998	8	33771
0	609293902369840956	609293902369844319	7	33772
0	609293902369909266	609293902369911513	8	33773
0	609293902369993866	609293902369994160	7	33774
0	609293902370056560	609293902370057673	8	33775
0	609293902370149590	609293902370151324	7	33776
0	609293902370216466	609293902370217099	8	33777
0	609293902370362440	609293902370363706	7	33778
0	609293902370576499	609293902370577408	8	33779
0	609293902370765094	609293902370769201	7	33780
0	609293902370875341	609293902370877135	8	33781
0	609293902371070857	609293902371071469	7	33782
0	609293902371198327	609293902371200451	8	33783
0	609293902371451866	609293902371452421	7	33784
0	609293902371690195	609293902371691269	8	33785
0	609293902371996153	609293902371996444	7	33786
0	609293902372307952	609293902372311402	8	33787
0	609293902372485573	609293902372487805	7	33788
0	609293902373178405	609293902373182782	8	33789
0	609293902373203074	609293902373205351	7	33790
0	609293902373455446	609293902373456193	8	33791
0	609293902373849508	609293902373850123	7	33792
0	609293902374088665	609293902374091962	8	33793
0	609293902374224322	609293902374224958	7	33794
0	609293902374463878	609293902374464646	8	33795
0	609293902374745872	609293902374747576	7	33796
0	609293902375028757	609293902375029888	8	33797
0	609293902375206300	609293902375207797	7	33798
0	609293902375464885	609293902375465899	8	33799
0	609293902375954209	609293902375955967	7	33800
0	609293902375976379	609293902375976970	8	33801
0	609293902376290608	609293902376293485	7	33802
0	609293902377865119	609293902377865974	8	33803
4	609293916630748875	609293916683035851	9	33804
7	609293917526921274	609293917892624007	10	33805
4	609293916734932710	609293916754302936	11	33806
7	609293917926248685	609293917943455566	11	33807
7	609293918861769771	609293918877582426	12	33808
0	609293912135227125	609293912338356078	13	33809
0	609293911966256637	609293912135225127	13	33810
0	609293911827165486	609293911966251627	13	33811
0	609293911717046520	609293911827163368	13	33812
0	609293911631986644	609293911717045497	13	33813
0	609293911570317366	609293911631984217	13	33814
0	609293911527816840	609293911570316469	13	33815
0	609293911500348438	609293911527815949	13	33816
0	609293911485083685	609293911500347883	13	33817
0	609293911478350734	609293911485081630	13	33818
0	609293911476370437	609293911478349990	13	33819
0	609293911476369858	609293911476370158	13	33820
0	609293911476369276	609293911476369588	13	33821
0	609293911476368688	609293911476369000	13	33822
0	609293911476368334	609293911476368418	13	33823
0	609293911476367791	609293911476368067	13	33824
0	609293911476367014	609293911476367320	13	33825
0	609293911476366339	609293911476366735	13	33826
0	609293911476365754	609293911476366063	13	33827
0	609293911476365205	609293911476365487	13	33828
0	609293911476364653	609293911476364932	13	33829
0	609293911476363669	609293911476363966	13	33830
2	609293907160946943	609293907160948071	13	33831
2	609293907160945242	609293907160945734	13	33832
2	609293907160944495	609293907160944975	13	33833
2	609293907160943190	609293907160943670	13	33834
2	609293907160941876	609293907160942356	13	33835
2	609293907161041191	609293907161041908	13	33836
2	609293907160933248	609293907160933734	13	33837
2	609293907160931940	609293907160932420	13	33838
2	609293907160930620	609293907160931082	13	33839
2	609293907160929045	609293907160929879	13	33840
2	609293907160946004	609293907160946088	13	33841
2	609293907160920129	609293907160921014	13	33842
2	609293907160918113	609293907160918626	13	33843
2	609293907160916349	609293907160917189	13	33844
0	609293911476362613	609293911476362694	13	33845
0	609293911476361884	609293911476361968	13	33846
0	609293911476361530	609293911476361614	13	33847
0	609293911476361152	609293911476361263	13	33848
0	609293911476360783	609293911476360870	13	33849
0	609293911476360432	609293911476360513	13	33850
0	609293911476360075	609293911476360153	13	33851
0	609293911476359688	609293911476359793	13	33852
0	609293911476359334	609293911476359418	13	33853
2	609293907160910376	609293907160913715	13	33854
0	609293911476358983	609293911476359055	13	33855
0	609293911476358623	609293911476358704	13	33856
0	609293911476357726	609293911476357810	13	33857
0	609293911476357378	609293911476357450	13	33858
0	609293911476357012	609293911476357096	13	33859
0	609293911476356661	609293911476356742	13	33860
0	609293911476356310	609293911476356391	13	33861
0	609293911476355947	609293911476356031	13	33862
0	609293911476355593	609293911476355677	13	33863
0	609293911476355218	609293911476355326	13	33864
0	609293911476354810	609293911476354894	13	33865
0	609293911476354165	609293911476354252	13	33866
0	609293911476353751	609293911476353832	13	33867
0	609293911476353394	609293911476353478	13	33868
0	609293911476353043	609293911476353118	13	33869
0	609293911476352461	609293911476352545	13	33870
0	609293911476351924	609293911476352011	13	33871
0	609293911476351348	609293911476351654	13	33872
0	609293911476350601	609293911476350901	13	33873
0	609293911476349995	609293911476350322	13	33874
0	609293911476349407	609293911476349722	13	33875
0	609293911476348834	609293911476349131	13	33876
0	609293911476348267	609293911476348555	13	33877
0	609293911476347673	609293911476347997	13	33878
0	609293911476347322	609293911476347394	13	33879
0	609293911476346740	609293911476347040	13	33880
0	609293911476346173	609293911476346470	13	33881
0	609293911476345594	609293911476345891	13	33882
0	609293911476345234	609293911476345315	13	33883
0	609293911476344175	609293911476344964	13	33884
5	609293905741814592	609293905741815726	13	33885
5	609293905715269233	609293905715270397	13	33886
0	609293911476343821	609293911476343902	13	33887
0	609293911476343242	609293911476343551	13	33888
0	609293911476342072	609293911476342534	13	33889
0	609293911476341487	609293911476341793	13	33890
0	609293911476341127	609293911476341211	13	33891
0	609293911476340536	609293911476340857	13	33892
0	609293911476339744	609293911476340260	13	33893
0	609293911476339096	609293911476339474	13	33894
0	609293911476338742	609293911476338826	13	33895
0	609293911476338088	609293911476338472	13	33896
0	609293911476337293	609293911476337764	13	33897
5	609293905741808202	609293905741809969	13	33898
5	609293905708178883	609293905708179627	13	33899
